image,link,price,titile
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-590-8g/rx-590-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-rx-590-8g-graphics-card,"23,600৳",Sapphire NITRO+ RX 590 8G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx590-228x228.jpg,https://www.startech.com.bd/xfx-amd-radeon-rx590-8gb-graphics-card,"27,200৳",XFX Amd Radeon RX590 Fatboy 8GB OC DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/rtx2060-super/rtx2060-super-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx2060-super-amp-8gb-graphics-card,"45,500৳",Zotac Gaming Geforce RTX2060 Super AMP 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/1660ti-oc-6gb/1660ti-oc-6gb-228x228.jpg,https://www.startech.com.bd/gigabyte-gtx-1660-ti-oc-6g-graphics-card,"28,300৳",Gigabyte GeForce GTX 1660 Ti OC 6GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/radeon-vii/radeon-vii-4-228x228.jpg,https://www.startech.com.bd/sapphire-radeon-vii-16gb-hbm2-graphics-card,"71,500৳",Sapphire Radeon VII 16GB HBM2 HDMI Triple DP (UEFI) Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx-5700/rx-5700-4-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-5700-8gb-gddr6-graphics-card,"35,800৳",XFX Radeon RX 5700 8GB Core Edition Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/rtx2060-super-amp/rtx2060-super-amp-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx2060-super-amp-extreme-8gb-graphics-card,"47,000৳",Zotac Gaming Geforce RTX2060 Super AMP Extreme 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/1060-ti-windforce/1060-ti-main-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1660-ti-windforce-graphics-card,"29,300৳",Gigabyte GeForce GTX 1660 Ti WINDFORCE OC 6GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-plus-rx-560-4g/rx-460-228x228.jpg,https://www.startech.com.bd/sapphire-nitro-plus-rx-560-graphics-card,"12,300৳",Sapphire NITRO+ RX 560 4G GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx-5700-xt/5700-xt-4-228x228.jpg,https://www.startech.com.bd/xfx-radeon-rx-5700-xt-8gb-gddr6-graphics-card,"41,300৳",XFX Radeon RX 5700 XT 8GB Core Edition Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/rtx2070-super/rtx2070-super-1-228x228.jpg,https://www.startech.com.bd/zotac-gaming-geforce-rtx2070-super-graphics-card,"53,300৳",ZOTAC GAMING GEFORCE RTX2070 SUPER 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/geforce-gtx-1660-ti/geforce-gtx-1660-ti-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1660-ti-gaming-oc-6g-graphics-card,"30,500৳",Gigabyte GeForce GTX 1660 Ti GAMING OC 6G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/sapphire/nitro-rx-590-8gb/rx580-228x228.png,https://www.startech.com.bd/sapphire-nitro-plus-rx-590-graphics-card,"22,800৳",Sapphire NITRO+ RX 590 8GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/super-rtx-2070/super-rtx-2070-1-228x228.jpg,https://www.startech.com.bd/zotac-gaming-rtx-2070-super-graphics-card,"55,000৳",Zotac Gaming Geforce RTX2070 Super AMP 8GB GDDR6 Graphics card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070-super-oc/rtx-2070-super-oc-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-rtx-2070-super-oc-8gb-graphics-card,"55,000৳",Gigabyte GeForce RTX 2070 Super Gaming OC 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/rtx-2080-super-amp/rtx-2080-super-amp-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx-2080-super-graphics-card,"74,000৳",ZOTAC GAMING GeForce RTX 2080 SUPER 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070/2070-228x228.jpg,https://www.startech.com.bd/aorus-geforce-rtx-2070-8g-graphics-card,"61,000৳",Gigabyte Aorus GeForce RTX 2070 8G GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/armor-8g-oc/armor-8g-oc-228x228.jpg,https://www.startech.com.bd/msi-radeon-rx-570-armor-8g-oc-graphics-card,"16,200৳",MSI Radeon RX 570 ARMOR 8G OC GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/rtx-2080-amp-extreme/rtx-2080-super-amp-extreme-1-228x228.jpg,https://www.startech.com.bd/zotac-rtx-2080-super-amp-extreme-graphics-card,"80,000৳",ZOTAC GAMING GeForce RTX 2080 SUPER AMP Extreme 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1650-ex/1650-ex-228x228.jpg,https://www.startech.com.bd/galax-gtx-1650-ex1-click-oc-graphics-card,"15,000৳",GALAX GeForce GTX 1650 EX (1-Click OC) 4GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070-xtreme/2070-1-228x228.jpg,https://www.startech.com.bd/gigabyte-aorus-rtx-2070-xreme-8g-graphics-card,"63,000৳",Gigabyte AORUS GeForce RTX 2070 XTREME 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/geforce-gtx-1650/gtx-1650-1-228x228.jpg,https://www.startech.com.bd/zotac-gaming-geforce-gtx-1650-oc-graphics-card,"14,500৳",Zotac Gaming GeForce GTX 1650 OC 4GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/2080-windforce/2080-windforce-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-rtx-2080-windforce-oc-8g-graphics-card,"78,500৳",Gigabyte GeForce RTX 2080 WINDFORCE OC 8G GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/1050-ti-lp-4g/1050ti-228x228.jpg,https://www.startech.com.bd/geforce-gtx1050-ti-low-profile-graphics-card,"15,700৳",Zotac GeForce GTX 1050 Ti Low Profile 4GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/gigabyte/aorus-geforce/rtx-2060/rtx-2060-1-228x228.jpg,https://www.startech.com.bd/gigabyte-aorus-geforce-rtx-2060-graphics-card,"46,000৳",Gigabyte Aorus Geforce Rtx 2060 Super 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/1050-ti-oc-4g/1050-ti-oc-228x228.jpg,https://www.startech.com.bd/zotac-gtx-1050-ti-oc-edition-graphics-card,"16,800৳",Zotac GeForce GTX 1050 Ti OC Edition 4GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics/Gigabyte/Gigabyte GV-N710D3-2GL-1-228x228.png,https://www.startech.com.bd/gigabyte-gv-n710d3-2gl,"4,200৳",Gigabyte GT 710 2GB DDR3 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/geforce-gtx-1650-ventus-xs-4g-oc/gtx-1650-ventus-xs-4g-oc-1-228x228.jpg,https://www.startech.com.bd/msi-geforce-gtx-1650-ventus-xs-4g-oc-graphics-card,"16,500৳",MSI GeForce GTX 1650 VENTUS XS 4G OC Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/geforce-gtx-1660/geforce-gtx-1660-228x228.jpg,https://www.startech.com.bd/zotac-gaming-geforce-gtx-1660-graphics-card,"20,300৳",ZOTAC GAMING GeForce GTX 1660 6GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics/Gigabyte/Gigabyte GTX 1050 Ti G1 Gaming 4G-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1050-ti-g1-gaming-4g,"18,000৳",Gigabyte Geforce GTX 1050 Ti G1 Gaming 4GB DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/gtx-1660-amp/gtx-1660-amp-1-228x228.jpg,https://www.startech.com.bd/zotac-gtx1660-amp-6gb-graphics-card,"22,500৳",Zotac Gaming GeForce GTX 1660 AMP 6GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics/Gigabyte/Gigabyte GTX 1050 Ti Windforce OC 4G/GTX 1050 Ti Windforce OC 4G-1-228x228.jpg,https://www.startech.com.bd/gigabyte-gtx-1050-ti-windforce-oc-4g,"18,000৳",Gigabyte GTX 1050 Ti Windforce OC 4GB DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/geforce-rtx-2060-amp/zotac-geforce-rtx-2060-amp-228x228.jpg,https://www.startech.com.bd/zotac-geforce-rtx-2060-amp-graphics-card,"31,500৳",ZOTAC GAMING GeForce RTX 2060 AMP 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/gtx-1650-gaming/gtx-1650-gaming-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-gtx-1650-gaming-graphics-card,"20,400৳",Gigabyte GeForce GTX 1650 GAMING OC 4GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/geforce-rtx-2060/geforce-rtx-2060-228x228.jpg,https://www.startech.com.bd/zotac-geforce-rtx-2060-graphics-card,"33,500৳",ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 Twin Fan Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2060/rtx-2060-228x228.jpg,https://www.startech.com.bd/gigabyte-rtx-2060-windforce-6gb-graphics-card,"38,000৳",Gigabyte GeForce RTX 2060 WINDFORCE OC 6G Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/zotac/gaming/geforce-rtx-2070/rtx-2070-1-228x228.jpg,https://www.startech.com.bd/zotac-gaming-rtx-2070-extreme-graphics-card,"57,000৳",Zotac Gaming Geforce RTX2070 SUPER AMP Extreme 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2060-pro-6gb/rtx-2060-pro-6gb-228x228.jpg,https://www.startech.com.bd/gigabyte-rtx-2060-oc-pro-6g-graphics-card,"38,200৳",Gigabyte GeForce RTX 2060 Gaming OC Pro 6G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/geforce-gtx-1650/geforce-gtx-1650-1-228x228.jpg,https://www.startech.com.bd/msi-geforce-gtx-1650-gaming-x-4g-graphics-card,"18,200৳",MSI GeForce GTX 1650 GAMING X 4G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2060-super-oc/rtx-2060-super-oc-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-rtx-2060-super-oc-8gb-graphics-card,"44,000৳",Gigabyte GeForce RTX 2060 Super Gaming OC 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/2070-windforce/windforce-228x228.jpg,https://www.startech.com.bd/gigabyte-rtx-2070-windforce-8gb-graphics-card,"52,000৳",Gigabyte GeForce RTX 2070 Windforce 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/Component/graphics card/asus/rx-570-oc-4g/asus-strix-570-oc-4g-228x228.jpg,https://www.startech.com.bd/asus-rog-strix-rx570-oc-4g-graphics-card,"21,800৳",Asus Rog Strix RX570 OC edition 4GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070-8g/rtx-2070-8g-1-228x228.jpg,https://www.startech.com.bd/gigabyte-geforce-rtx-2070-8g-graphics-card,"56,500৳",Gigabyte GeForce RTX 2070 Gaming OC White 8G GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/component/graphics-card/gigabyte/aorus-geforce/rtx-2080/rtx-2080-1-228x228.jpg,https://www.startech.com.bd/gigabyte-aorus-geforce-rtx-2080-graphics-card,"84,000৳",Gigabyte Aorus Geforce Rtx 2080 Super 8GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2080-ti/rtx-2080-ti-1-228x228.jpg,https://www.startech.com.bd/gigabyte-aorus-geforce-rtx-2080-ti-graphics-card,"116,000৳",Gigabyte AORUS GeForce RTX 2080 Ti XTREME 11G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/galax-gtx-1660-6gb-ddr5-graphics-card/galax-gtx-1660-6gb-ddr5-graphics-card-228x228.jpg,https://www.startech.com.bd/galax-gtx-1660-6gb-ddr5-graphics-card,"21,200৳",GALAX GeForce GTX 1660 (1-Click OC) 6GB GDDR5 192-bit Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/1660-ventus/1660-ventus-228x228.jpg,https://www.startech.com.bd/msi-gtx1660-ventus-xs-6g-oc-graphics-card,"23,500৳",MSI GeForce GTX 1660 VENTUS XS 6G OC GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/geforce-gtx-1660-gaming-x-6g/gtx-1660-gaming-x-6g-001-228x228.jpg,https://www.startech.com.bd/msi-geforce-gtx-1660-gaming-x-6g-graphics-card,"25,800৳",MSI GeForce GTX 1660 GAMING X 6G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1060ti/1060ti-228x228.jpg,https://www.startech.com.bd/galax-gtx-1660ti-6gb-graphics-card,"27,500৳",GALAX GeForce GTX 1660 Ti (1-Click OC) 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/ventus-xs-6gb-oc/ventus-xs-228x228.jpg,https://www.startech.com.bd/msi-gtx-1660-ti-ventus-xs-6g-oc-Graphics-card,"28,200৳",MSI GeForce GTX 1660 Ti VENTUS XS 6G OC Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/geforce-gtx-1660-ti-gaming-x-6g/gtx-1660-ti-gaming-x-6g-1-228x228.jpg,https://www.startech.com.bd/msi-geforce-gtx-1660-ti-gaming-x-6g-graphics-card,"33,400৳",MSI GeForce GTX 1660 Ti GAMING X 6G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/rtx-2060ex/rtx-2060-228x228.jpg,https://www.startech.com.bd/galax-rtx2060ex-graphics-card,"33,500৳",GALAX RTX 2060EX (1 Click OC) 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/rtx-2060/rtx-2060-228x228.jpg,https://www.startech.com.bd/msi-rtx-2060-ventus-xs6-oc-graphics-card,"37,800৳",MSI GeForce RTX 2060 VENTUS XS 6G OC Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asus/turbo-2060/turbo-2060-228x228.jpg,https://www.startech.com.bd/asus-turbo-rtx-2060-6g-graphics-card,"41,800৳",Asus Turbo GeForce RTX 2060 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/galax-rtx-2060-super-ex-8gb-graphics-card /galax-rtx-2060-super-ex-8gb-graphics-card-228x228.jpg,https://www.startech.com.bd/galax-rtx-2060-super-ex-8gb-graphics-card,"39,000৳",GALAX GeForce RTX 2060 Super EX (1-Click OC) 8GB GDDR6 256-bit Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2070-super/2070-super-228x228.jpg,https://www.startech.com.bd/galax-rtx2070-super-ex-8gb-graphics-card,"51,500৳",GALAX GeForce RTX 2070 Super EX (1-Click OC) 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/rtx-2070-ventus/2070-ventus-228x228.jpg,https://www.startech.com.bd/msi-rtx-2070-ventus-8g-graphics-card,"55,900৳",MSI GeForce RTX 2070 VENTUS 8G Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asus/radeon-vii/radeon-vii-01-228x228.jpg,https://www.startech.com.bd/asus-radeon-vii-16gb-dp-hdmi-amd-graphics-card,"75,000৳",ASUS Radeon VII 16GB DP HDMI AMD Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/rtx-2080-ventus-8g-graphics/rtx-2080-228x228.jpg,https://www.startech.com.bd/msi-rtx-2080-ventus-8g-v2-graphics-card,"77,500৳",MSI GeForce RTX 2080 VENTUS 8G V2 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2080ti-hof/2080ti-hof-228x228.jpg,https://www.startech.com.bd/galax-rtx-2080ti-hof-11gb-graphics-card,"148,000৳",GALAX GeForce RTX 2080Ti HOF 11GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/galax-1030/galax-1030-228x228.png,https://www.startech.com.bd/galax-geforce-gt-1030-graphics-card,"7,800৳",GALAX GeForce GT 1030 2GB DDR4 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/galax-1050-exoc/1050-exoc-228x228.jpg,https://www.startech.com.bd/galax-gtx-1050-exoc-2gb-graphics-card,"13,400৳",Galax Geforce Gtx 1050 Exoc 2GB DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asrock/rx560-4gb/rx560-4gb-228x228.jpg,https://www.startech.com.bd/phantom-rx560-4g-graphics-card,"14,000৳",ASRock Phantom Gaming Radeon RX560 4GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1050-ti-exoc-graphics-card/1050-ti-exoc-1-228x228.jpg,https://www.startech.com.bd/galax-gtx-1050-ti-exoc-graphics-card,"15,800৳",GALAX GeForce® GTX 1050 Ti EXOC 4 GB DDR5 graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1050-ti-exoc-graphics-card/1050exoc-white-228x228.jpg,https://www.startech.com.bd/galax-geforce-gtx-1050-ti-exoc-white-graphics-card,"15,800৳",GALAX GeForce® GTX 1050 Ti EXOC White 4GB DDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1050-ti-oc/1050-ti-oc-228x228.jpg,https://www.startech.com.bd/galax-gtx-1050-ti-oc-graphics-card,"16,500৳",GALAX GeForce® GTX 1050 Ti OC DDR5 4 GB Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1060-ex-oc/1060-white-228x228.jpg,https://www.startech.com.bd/galax-gtx1660-ex-1-click-oc-graphics-card,"22,800৳",Galax GeForce GTX 1660 EX (1-Click OC) 6GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asrock/rx590-8g-oc/phantom-gaming-x-radeon-rx590-8g-oc-1-228x228.jpg,https://www.startech.com.bd/asrock-phantom-gaming-x-radeon-rx590-8g-oc-graphics-card,"23,500৳",ASRock Phantom Gaming X Radeon RX590 8G OC Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1060-oc-6gb/1060-oc-6gb-228x228.jpg,https://www.startech.com.bd/galax-gtx-1060-oc-graphics-card,"27,500৳",Galax GeForce GTX 1060 OC 6GB GDDR5X Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1660-ti-ex-oc/1060ti-white-228x228.jpg,https://www.startech.com.bd/galax-gtx-1660-ti-ex-1-click-oc-graphics-card,"27,500৳",GALAX GeForce GTX 1660 Ti EX (1-Click OC) 6GB GDDR6 Graphics Card (White)
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1060-exoc-white/1060-white-228x228.jpg,https://www.startech.com.bd/galax-geforce-gtx-1060-exoc-graphics-card,"28,500৳",GALAX GeForce GTX 1060 EXOC White 6GB GDDR5/X Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asrock/rx580-8g/rx580-8g-oc-228x228.jpg,https://www.startech.com.bd/phantom-gxr-rx580-8g-oc-graphics-card,"32,000৳",ASRock Phantom Gaming X Radeon RX580 8G OC Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asus/dual-rtx-2060-o6g/dual-rtx-2060-o6g-228x228.jpg,https://www.startech.com.bd/asus-dualL-rtx-2060-o6g-graphics-card,"46,900৳",Asus Dual GeForce RTX 2060 OC edition 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1070ti-8gb-hof/hof-gtx-1070ti-1-228x228.jpg,https://www.startech.com.bd/galax-geforce-gtx-1070-ti-hof-graphics-card,"50,500৳",GALAX GeForce GTX 1070 Ti HOF 8 GB GDDR5/X Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/asus/2060-o6g/2060-o6g-228x228.jpg,https://www.startech.com.bd/asus0rog-strix-rtx2060-o6g-graphics-card,"50,000৳",Asus ROG Strix GeForce RTX 2060 OC edition 6GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2070/galax-8gb-2070-228x228.jpg,https://www.startech.com.bd/galax-rtx-2070-ex-8gb-graphics-card,"54,500৳",GALAX GeForce RTX 2070 EX (1-Click OC) 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1080-snipper/galax-gtx1080-sniper-228x228.jpg,https://www.startech.com.bd/galax-gtx-1080-exoc-snpr-8gb-graphics-card,"67,000৳",GALAX GeForce® GTX 1080 EXOC-SNPR WHITE 8GB GDDR5/X Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2080ex-oc/2080ex-oc-228x228.jpg,https://www.startech.com.bd/galax-rtx-2080-ex-1-click-oc-8g-graphics-card,"75,000৳",GALAX GeForce RTX 2080 EX (1-Click OC) 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/rtx-2080-super-ex/rtx-2080-super-ex-1-228x228.jpg,https://www.startech.com.bd/galax-geforce-rtx-2080-super-ex-8gb-graphics-card,"76,500৳",GALAX GeForce RTX 2080 Super EX (1-Click OC) 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2080-oc-8gb/2080-oc-228x228.jpg,https://www.startech.com.bd/galax-rtx-2080-oc-8gb-graphics-card,"80,000৳",GALAX GeForce RTX 2080 OC 8GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/rtx-2080ti-sg-1clickoc/rtx-2080ti-sg-1clickoc-5-228x228.jpg,https://www.startech.com.bd/galax-rtx-2080ti-sg-11g-graphics-card,"108,000৳",GALAX GeForce RTX 2080Ti SG (1-Click OC) 11GB GDDR6 Graphics Card
https://www.startech.com.bd/image/cache/catalog/graphics-card/msi/rx-570-armor/armor-228x228.jpg,https://www.startech.com.bd/msi-radeon-rx570armor-4g-oc-graphics-card,"12,900৳",MSI Radeon RX 570 ARMOR 4G OC GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/laptop/lenovo/ip-320/lenovo-ideapad-320-228x228.jpg,https://www.startech.com.bd/lenovo-ip320-8th-gen-i7-laptop,"57,000৳","Lenovo IP320 8th Gen Core i7 15.6"" HD Laptop with 2GB Graphics Card"
https://www.startech.com.bd/image/cache/catalog/laptop-notebook/lenovo/lenovo 320/lenovo-ip320-228x228.png,https://www.startech.com.bd/lenovo-ip320-core-i3-6th-gen,"33,500৳","Lenovo IP320 Core i3 6th Gen 15.6"" HD Laptop with Graphics Card"
https://www.startech.com.bd/image/cache/catalog/graphics-card/asus/rx590-strix/rx590-5-228x228.jpg,https://www.startech.com.bd/asus-rog-strix-radeon-rx590-8gb-graphics-card,"30,000৳",Asus ROG Strix Radeon RX 590 8GB GDDR5 Graphics Card
https://www.startech.com.bd/image/cache/catalog/laptop/apple/macbook-pro/macbook-pro2017-1-228x228.jpg,https://www.startech.com.bd/apple-macbook-pro-mptt2hn-a-2017,"235,000৳","Apple Macbook Pro 15.4 inch Core i7, 16GB Ram, 512GB SSD Retina Display, with Dedicated Graphics Card & Touch Bar, MPTT2LL/A (2017)"
